name,registry_id,hq,extra
GURU NANAK LENDING & TRADING CO.,,Philippines,List of Revoked Lending Companies (Partnership)
GUZEL LENDING & TRADING CO. LTD.,,Philippines,List of Revoked Lending Companies (Partnership)
GVN CREDIT CO.,,Philippines,List of Revoked Lending Companies (Partnership)
H&J LENDING LTD. CO.,,Philippines,List of Revoked Lending Companies (Partnership)
H.B. DEL ROSARIO LENDING INVESTMENT LTD. CO.,,Philippines,List of Revoked Lending Companies (Partnership)
H.L.C. LENDING INVESTOR CO.,,Philippines,List of Revoked Lending Companies (Partnership)
HAFALLA & PAL LENDING INVESTOR & GEN. MDSE. CO.,,Philippines,List of Revoked Lending Companies (Partnership)
HAMKUNT LENDING INVESTORS CO.,,Philippines,List of Revoked Lending Companies (Partnership)
HANAKO LENDING CO. LTD.,,Philippines,List of Revoked Lending Companies (Partnership)
HANNA AMPARO LENDING INVESTOR CO.,,Philippines,List of Revoked Lending Companies (Partnership)
HANNA EDCE LENDING INVESTOR CO.,,Philippines,List of Revoked Lending Companies (Partnership)
HARGARNES LENDING CO.,,Philippines,List of Revoked Lending Companies (Partnership)
HAR-GILL LENDING & TRADING CO.,,Philippines,List of Revoked Lending Companies (Partnership)
HARJOT LENDING & TRADING CO.,,Philippines,List of Revoked Lending Companies (Partnership)
HARSH ATTI LENDING & TRADING CO.,,Philippines,List of Revoked Lending Companies (Partnership)
HASHBROWN LENDING & TRADING CO. LTD.,,Philippines,List of Revoked Lending Companies (Partnership)
HEENA LENDING & TRADING CO. LTD.,,Philippines,List of Revoked Lending Companies (Partnership)
HEERA LENDING & TRADING CO. LTD.,,Philippines,List of Revoked Lending Companies (Partnership)
HIGASHI LENDING SVCS. CO.,,Philippines,List of Revoked Lending Companies (Partnership)
HRM LENDING INVESTOR CO.,,Philippines,List of Revoked Lending Companies (Partnership)
HYPER LENDING COMPANY,,Philippines,List of Revoked Lending Companies (Partnership)
IAY LENDING CO.,,Philippines,List of Revoked Lending Companies (Partnership)
ICELAND LENDING INVESTOR & TRADING CO.,,Philippines,List of Revoked Lending Companies (Partnership)
ICM CREDIT & LENDING INVESTORS CO.,,Philippines,List of Revoked Lending Companies (Partnership)
IFS LENDING CO.,,Philippines,List of Revoked Lending Companies (Partnership)
ILMS LENDING INVESTOS CO.,,Philippines,List of Revoked Lending Companies (Partnership)
INDERZOIL LENDING & TRADING CO.,,Philippines,List of Revoked Lending Companies (Partnership)
INDIAN LENDING INVESTOR & TRADING CO.,,Philippines,List of Revoked Lending Companies (Partnership)
INDIVIDUAL LENDING INVESTOR & TRADING CO.,,Philippines,List of Revoked Lending Companies (Partnership)
INTERACT LENDING INVESTOR CO.,,Philippines,List of Revoked Lending Companies (Partnership)
ISAJOHN LENDING INVESTOR CO.,,Philippines,List of Revoked Lending Companies (Partnership)
ISHER LENDING INVESTOR & TRADING CO.,,Philippines,List of Revoked Lending Companies (Partnership)
J&E LENDING INVESTOR CO.,,Philippines,List of Revoked Lending Companies (Partnership)
J&I LENDING CO.,,Philippines,List of Revoked Lending Companies (Partnership)
J&R LENDING INVESTOR CO.,,Philippines,List of Revoked Lending Companies (Partnership)
J.B. LENDING INVESTOR CO.,,Philippines,List of Revoked Lending Companies (Partnership)
JAE LENDING INVESTOR CO.,,Philippines,List of Revoked Lending Companies (Partnership)
JAGRHA LENDING & TRADING CO.,,Philippines,List of Revoked Lending Companies (Partnership)
JAGTAR SINGH & DARBARA SINGH LENDING CO. LTD.,,Philippines,List of Revoked Lending Companies (Partnership)
JAI DURGA MAA LENDING & TRADING CO.,,Philippines,List of Revoked Lending Companies (Partnership)
JAI LAXMI JI LENDING & TRADING CO.,,Philippines,List of Revoked Lending Companies (Partnership)
JAIDEEP LENDING & TRADING CO.,,Philippines,List of Revoked Lending Companies (Partnership)
JAKIMPUR LENDING & TRADING CO. LTD.,,Philippines,List of Revoked Lending Companies (Partnership)
JALLANDAR LENDING INVESTOR CO.,,Philippines,List of Revoked Lending Companies (Partnership)
JAMDAGAN LENDING & TRADING CO.,,Philippines,List of Revoked Lending Companies (Partnership)
JAN MAYE LENDING INVESTOR CO.,,Philippines,List of Revoked Lending Companies (Partnership)
JANA LENDING INVESTOR CO.,,Philippines,List of Revoked Lending Companies (Partnership)
JANU LENDING INVESTOR CO.,,Philippines,List of Revoked Lending Companies (Partnership)
JARO EXPRESS LENDING CO.,,Philippines,List of Revoked Lending Companies (Partnership)
JAS LENDING & TRADING CO.,,Philippines,List of Revoked Lending Companies (Partnership)
JASSJIT LENDING CO.,,Philippines,List of Revoked Lending Companies (Partnership)
JASWANT & GROUP LENDING & TRADING CO.,,Philippines,List of Revoked Lending Companies (Partnership)
JAWANDA LENDING & TRADING CO.,,Philippines,List of Revoked Lending Companies (Partnership)
JBH INVESTOR & TRADING CO.,,Philippines,List of Revoked Lending Companies (Partnership)
JBL LENDING SERVICE COMPANY,,Philippines,List of Revoked Lending Companies (Partnership)
JBLL LENDING CO.,,Philippines,List of Revoked Lending Companies (Partnership)
JBN LENDING & TRADING ENTS. LTD. CO.,,Philippines,List of Revoked Lending Companies (Partnership)
JEERH HAYER LENDING CO. LTD.,,Philippines,List of Revoked Lending Companies (Partnership)
JEERH SOGY LENDING CO.,,Philippines,List of Revoked Lending Companies (Partnership)
JEHAR LENDING INVESTOR COMPANY,,Philippines,List of Revoked Lending Companies (Partnership)
JEJE MONEY CHANGER LENDING & TRADING LTD. CO.,,Philippines,List of Revoked Lending Companies (Partnership)
JEL-STAR LENDING CO.,,Philippines,List of Revoked Lending Companies (Partnership)
JEM & JOEL CREDIT LINES CO.,,Philippines,List of Revoked Lending Companies (Partnership)
JET LENDING SVCS. CO.,,Philippines,List of Revoked Lending Companies (Partnership)
JETEENDER ENTS. LTD. CO.,,Philippines,List of Revoked Lending Companies (Partnership)
JEVI LENDING INVESTOR CO.,,Philippines,List of Revoked Lending Companies (Partnership)
JHIM AND BHEC LENDING CO.,,Philippines,List of Revoked Lending Companies (Partnership)
JHW LENDING INVESTOR & TRADING CO.,,Philippines,List of Revoked Lending Companies (Partnership)
JILL LENDING ASSISTANCE CO.,,Philippines,List of Revoked Lending Companies (Partnership)
JIMMA LENDING CO.,,Philippines,List of Revoked Lending Companies (Partnership)
JINSEI LENDING CO.,,Philippines,List of Revoked Lending Companies (Partnership)
JK LENDING & TRADING CO.,,Philippines,List of Revoked Lending Companies (Partnership)
JKL LENDING CO.,,Philippines,List of Revoked Lending Companies (Partnership)
JLA CREDIT CO.,,Philippines,List of Revoked Lending Companies (Partnership)
J-LEX LENDING INVESTORS & CO.,,Philippines,List of Revoked Lending Companies (Partnership)
JLM LENDING INVESTORS CO.,,Philippines,List of Revoked Lending Companies (Partnership)
JM INTL. LENDING INVESTORS CO.,,Philippines,List of Revoked Lending Companies (Partnership)
JMJ CREDIT LOAN CO.,,Philippines,List of Revoked Lending Companies (Partnership)
JN LENDING INVESOTRS & CO.,,Philippines,List of Revoked Lending Companies (Partnership)
JOBEC LENDING CO.,,Philippines,List of Revoked Lending Companies (Partnership)
JOCON LENDING SERVICE COMPANY,,Philippines,List of Revoked Lending Companies (Partnership)
JOEL LENDING INVESTOR CO.,,Philippines,List of Revoked Lending Companies (Partnership)
JOHNNY LENDING CO.,,Philippines,List of Revoked Lending Companies (Partnership)
JOHNSON LENDING INVESTORS CO.,,Philippines,List of Revoked Lending Companies (Partnership)
JOSSET MRKTG. & LENDING INVESTORS CO.,,Philippines,List of Revoked Lending Companies (Partnership)
JOVAN PREET LENDING CO. LTD.,,Philippines,List of Revoked Lending Companies (Partnership)
JOWA LENDING & TRADING CO. LTD.,,Philippines,List of Revoked Lending Companies (Partnership)
JRC LENDING INVESTORS CO.,,Philippines,List of Revoked Lending Companies (Partnership)
JRH LENDING & TRADING CO. LTD.,,Philippines,List of Revoked Lending Companies (Partnership)
JVCM LUCKY & LENDING CO.,,Philippines,List of Revoked Lending Companies (Partnership)
K&K CREDIT RESOURCES CO. LTD.,,Philippines,List of Revoked Lending Companies (Partnership)
K.M. CREDIT & LENDING CO.,,Philippines,List of Revoked Lending Companies (Partnership)
K.S. BRAR-WRING CREDIT RESOURCES & TRADING CO.,,Philippines,List of Revoked Lending Companies (Partnership)
K.S. LENDING LTD. CO.,,Philippines,List of Revoked Lending Companies (Partnership)
KAAGAPAY SA KAUNLARAN CO.,,Philippines,List of Revoked Lending Companies (Partnership)
KABALIKAT LENDING INVESTOR (CAVITE) CO.,,Philippines,List of Revoked Lending Companies (Partnership)
KABAYAN LENDING INVESTORS CO.,,Philippines,List of Revoked Lending Companies (Partnership)
KAIBIGAN LENDING CO.,,Philippines,List of Revoked Lending Companies (Partnership)
KAIRA LENDING & TRADING CO. LTD.,,Philippines,List of Revoked Lending Companies (Partnership)
KAKTAR TRADING & LENDING INVESTOR CO.,,Philippines,List of Revoked Lending Companies (Partnership)
KALER LENDING & TRADING CO.,,Philippines,List of Revoked Lending Companies (Partnership)
KAR LENDING LTD. CO.,,Philippines,List of Revoked Lending Companies (Partnership)
KAVITA LENDING CO. LTD.,,Philippines,List of Revoked Lending Companies (Partnership)
KCK LENDING INVESTOR CO.,,Philippines,List of Revoked Lending Companies (Partnership)
KEJAB LENDING CO.,,Philippines,List of Revoked Lending Companies (Partnership)
KENNETH 5 LENDING INVESTOR CO.,,Philippines,List of Revoked Lending Companies (Partnership)
KESTREL LENDING EXPRESS CO.,,Philippines,List of Revoked Lending Companies (Partnership)
KHALSA QUICK CASH CO. LTD.,,Philippines,List of Revoked Lending Companies (Partnership)
KHOSA LENDING INVESTOR & TRADING CO.,,Philippines,List of Revoked Lending Companies (Partnership)
KING OF KINGS LENDING INVESTORS CO.,,Philippines,List of Revoked Lending Companies (Partnership)
KKP TRADING & LENDING CO.,,Philippines,List of Revoked Lending Companies (Partnership)
KLEBER LENDING INVESTOR CO.,,Philippines,List of Revoked Lending Companies (Partnership)
KMC LENDING INVESTOR CO.,,Philippines,List of Revoked Lending Companies (Partnership)
KME LENDING CO.,,Philippines,List of Revoked Lending Companies (Partnership)
KNC LENDING INVESTOR CO.,,Philippines,List of Revoked Lending Companies (Partnership)
KOKRI LENDING & TRADING CO.,,Philippines,List of Revoked Lending Companies (Partnership)
KOR-PHIL LENDING INVESTOR CO. LTD.,,Philippines,List of Revoked Lending Companies (Partnership)
KOTKAPURA LENDING CO.,,Philippines,List of Revoked Lending Companies (Partnership)
KRISHAN LENDING INVESTOR CO.,,Philippines,List of Revoked Lending Companies (Partnership)
KRISHNA LENDING INVESTOR CO.,,Philippines,List of Revoked Lending Companies (Partnership)
KRISS LINO LENDING INVESTOR CO.,,Philippines,List of Revoked Lending Companies (Partnership)
KULAR LENDING & TRADING CO. LTD.,,Philippines,List of Revoked Lending Companies (Partnership)
KWIKAZ LENDING & TRADING CO. LTD.,,Philippines,List of Revoked Lending Companies (Partnership)
L&B LENDING INVESTOR & MONEY CHANGER CO.,,Philippines,List of Revoked Lending Companies (Partnership)
L&J LENDING INVESTOR CO.,,Philippines,List of Revoked Lending Companies (Partnership)
L.P.E. LENDING INVESTOR CO.,,Philippines,List of Revoked Lending Companies (Partnership)
LA MILAGROSA CREDIT CO.,,Philippines,List of Revoked Lending Companies (Partnership)
LACKVIN LENDING CO. LTD.,,Philippines,List of Revoked Lending Companies (Partnership)
LAKHY LENDING & TRADING CO.,,Philippines,List of Revoked Lending Companies (Partnership)
LAL LENDING & MARKETING CO.,,Philippines,List of Revoked Lending Companies (Partnership)
LALI LENDING & TRADING CO.,,Philippines,List of Revoked Lending Companies (Partnership)
LALIRAJAN LENDING CO.,,Philippines,List of Revoked Lending Companies (Partnership)
LAMBER-ANUJ CREDIT RESOURCES & TRADING CO.,,Philippines,List of Revoked Lending Companies (Partnership)
LANA-MAY LENDING INVESTOR CO.,,Philippines,List of Revoked Lending Companies (Partnership)
LCSM LENDING INVESTORS CO.,,Philippines,List of Revoked Lending Companies (Partnership)
LEMVA LENDING CO.,,Philippines,List of Revoked Lending Companies (Partnership)
LIDYCO LENDING INVESTORS CO.,,Philippines,List of Revoked Lending Companies (Partnership)
LIFE MGT. LENDING RESOURCES CO.,,Philippines,List of Revoked Lending Companies (Partnership)
LIFELINE LENDING & TRADING CO. LTD.,,Philippines,List of Revoked Lending Companies (Partnership)
LINGAP LENDING CO.,,Philippines,List of Revoked Lending Companies (Partnership)
LINGSAT LENDING INVESTOR CO.,,Philippines,List of Revoked Lending Companies (Partnership)
LINUZ LENDING CO.,,Philippines,List of Revoked Lending Companies (Partnership)
LJ LOPEZ PARTNERSHIP CO.,,Philippines,List of Revoked Lending Companies (Partnership)
LMC LENDING INVESTOR CO.,,Philippines,List of Revoked Lending Companies (Partnership)
LMT CONSULTANCY RESEARCH LENDING & SVCS. LTD. CO.,,Philippines,List of Revoked Lending Companies (Partnership)
LOISLANE LENDING INVESTORS CO.,,Philippines,List of Revoked Lending Companies (Partnership)
LONE STAR LENDING INVESTORS CO.,,Philippines,List of Revoked Lending Companies (Partnership)
LOREMAR LENDING LTD. CO.,,Philippines,List of Revoked Lending Companies (Partnership)
LOTUS LENDING INVESTOR LTD. CO.,,Philippines,List of Revoked Lending Companies (Partnership)
LOUEL LENDING CO. LTD.,,Philippines,List of Revoked Lending Companies (Partnership)
LOVPRIT LENDING & TRADING CO.,,Philippines,List of Revoked Lending Companies (Partnership)
LRJ LENDING INVESTOR CO.,,Philippines,List of Revoked Lending Companies (Partnership)
LUKSOR LENDING INVESTOR CO.,,Philippines,List of Revoked Lending Companies (Partnership)
LUXOR LENDING INVESTOR CO.,,Philippines,List of Revoked Lending Companies (Partnership)
LUXXOR LENDING INVESTOR CO.,,Philippines,List of Revoked Lending Companies (Partnership)
LYZ LAGSON LENDING COMPANY,,Philippines,List of Revoked Lending Companies (Partnership)
M.A.M. LENDING INVESTOR CO. LTD.,,Philippines,List of Revoked Lending Companies (Partnership)
M.G.A. LENDING CO.,,Philippines,List of Revoked Lending Companies (Partnership)
M.L. SOLOMON & ASSO. LENDING INVESTORS CO. LTD.,,Philippines,List of Revoked Lending Companies (Partnership)
M.V. LENDING LTD. CO.,,Philippines,List of Revoked Lending Companies (Partnership)
MAC RAE LENDING INVESTOR CO.,,Philippines,List of Revoked Lending Companies (Partnership)
MAGGI . COM LENDING COMPANY,,Philippines,List of Revoked Lending Companies (Partnership)
MAGINHAWA LENDING INVESTOR CO.,,Philippines,List of Revoked Lending Companies (Partnership)
"MAGNANAO, MASILOG, GARILLOS MARKETING AND LENDING (MMG) CO.",,Philippines,List of Revoked Lending Companies (Partnership)
MAHAL LENDING INVESTOR & TRADING CO.,,Philippines,List of Revoked Lending Companies (Partnership)
MAHARAJA CREDIT RESOURCES & TRADING CO.,,Philippines,List of Revoked Lending Companies (Partnership)
MAHARANI LENDING & TRADING CO. LTD.,,Philippines,List of Revoked Lending Companies (Partnership)
MAJ LENDING INVESTORS CO.,,Philippines,List of Revoked Lending Companies (Partnership)
MALASIQUI LENDING ASSISTANCE CO.,,Philippines,List of Revoked Lending Companies (Partnership)
MALHI LENDING & TRADING CO. LTD.,,Philippines,List of Revoked Lending Companies (Partnership)
MALJOS LENDING COMPANY,,Philippines,List of Revoked Lending Companies (Partnership)
MALLAH LENDING & TRADING CO.,,Philippines,List of Revoked Lending Companies (Partnership)
MALY EL NINO LENDING INVESTOR CO.,,Philippines,List of Revoked Lending Companies (Partnership)
MANAWAN LENDING & TRADING CO.,,Philippines,List of Revoked Lending Companies (Partnership)
MANCHESTER CREDIT CO.,,Philippines,List of Revoked Lending Companies (Partnership)
MANDEEP SANDHU LENDING & TRADING CO.,,Philippines,List of Revoked Lending Companies (Partnership)
MANGALDAN SUPREME LENDING INVESTOR ENT. LTD.,,Philippines,List of Revoked Lending Companies (Partnership)
MANJIT SOHAL LENDING INVESTOR CO.,,Philippines,List of Revoked Lending Companies (Partnership)
MANJKI LENDING & TRADING CO.,,Philippines,List of Revoked Lending Companies (Partnership)
MANVIR LENDING & TRADING CO.,,Philippines,List of Revoked Lending Companies (Partnership)
MAR & FRED LENDING INVESTOR CO.,,Philippines,List of Revoked Lending Companies (Partnership)
MARCJACQ LENDING CO.,,Philippines,List of Revoked Lending Companies (Partnership)
MARGA LENDING & CREDIT CO.,,Philippines,List of Revoked Lending Companies (Partnership)
MARGA LENDING AND CREDIT CO.,,Philippines,List of Revoked Lending Companies (Partnership)
MARICO LENDING HOUSE CO.,,Philippines,List of Revoked Lending Companies (Partnership)
MARK LENDING INVESTOR CO.,,Philippines,List of Revoked Lending Companies (Partnership)
MARON MAC-J LENDING CO.,,Philippines,List of Revoked Lending Companies (Partnership)
MARPHIL LENDING CO.,,Philippines,List of Revoked Lending Companies (Partnership)
MARS CREDIT SVCS. CO.,,Philippines,List of Revoked Lending Companies (Partnership)
MARVIS LENDING INVESTOR CO.,,Philippines,List of Revoked Lending Companies (Partnership)
MARYANA LENDING CO.,,Philippines,List of Revoked Lending Companies (Partnership)
MASTANA LENDING & TRADING CO.,,Philippines,List of Revoked Lending Companies (Partnership)
MBA LENDING INVESTOR CO.,,Philippines,List of Revoked Lending Companies (Partnership)
MCSJ LENDING INVESTORS LTD. CO.,,Philippines,List of Revoked Lending Companies (Partnership)
MEAR LENDING INVESTORS CO.,,Philippines,List of Revoked Lending Companies (Partnership)
MECA FAIRBRIGHT LENDING INVESTOR CO.,,Philippines,List of Revoked Lending Companies (Partnership)
MEGA DE LUXE LENDING CENTER CO.,,Philippines,List of Revoked Lending Companies (Partnership)
MEGASTAR QUICK LOANS CO.,,Philippines,List of Revoked Lending Companies (Partnership)
MEL LENDING INVESTORS CO.,,Philippines,List of Revoked Lending Companies (Partnership)
MEQ LENDING INVESTORS CO.,,Philippines,List of Revoked Lending Companies (Partnership)
MH LENDING INVESTOR CO.,,Philippines,List of Revoked Lending Companies (Partnership)
MIAGAO PROGRESSIVE LENDING CO.,,Philippines,List of Revoked Lending Companies (Partnership)
MIDWAY LENDING CO.,,Philippines,List of Revoked Lending Companies (Partnership)
MIKA LENDING INVESTOR CO.,,Philippines,List of Revoked Lending Companies (Partnership)
MILYNNA LENDING CO.,,Philippines,List of Revoked Lending Companies (Partnership)
MINHAS CREDIT RESOURCES CO.,,Philippines,List of Revoked Lending Companies (Partnership)
MIRCEL LENDING INVESTOR CO.,,Philippines,List of Revoked Lending Companies (Partnership)
MITA LENDING INVESTOR CO.,,Philippines,List of Revoked Lending Companies (Partnership)
MJB LIFELINE CREDIT CO.,,Philippines,List of Revoked Lending Companies (Partnership)
MJL LENDING & TRADING CO.,,Philippines,List of Revoked Lending Companies (Partnership)
MKAG LENDING CO.,,Philippines,List of Revoked Lending Companies (Partnership)
MM & N LENDING PARTNERSHIP,,Philippines,List of Revoked Lending Companies (Partnership)
MM QUICK LOANS CO.,,Philippines,List of Revoked Lending Companies (Partnership)
MN LENDING INVESTORS CO.,,Philippines,List of Revoked Lending Companies (Partnership)
MOGA LENDING & TRADING CO.,,Philippines,List of Revoked Lending Companies (Partnership)
MONEY GO ROUND LENDING INVESTOR CO.,,Philippines,List of Revoked Lending Companies (Partnership)
MONEYTHON LENDING CO.,,Philippines,List of Revoked Lending Companies (Partnership)
MONIES LENDING INVESTOR CO.,,Philippines,List of Revoked Lending Companies (Partnership)
MONTANEZ DIONISIO CREDIT ENT. CO.,,Philippines,List of Revoked Lending Companies (Partnership)
MOONLIGHT LENDING INVESTOR & TRADING CO.,,Philippines,List of Revoked Lending Companies (Partnership)
MORNING STAR LENDING INVESTOR CO.,,Philippines,List of Revoked Lending Companies (Partnership)
MORNING SUNSHINE LENDING INVESTORS CO.,,Philippines,List of Revoked Lending Companies (Partnership)
MOVELA LENDING INVESTOR LTD. CO.,,Philippines,List of Revoked Lending Companies (Partnership)
MOVERS LENDING INVESTORS CO.,,Philippines,List of Revoked Lending Companies (Partnership)
MPJJ LENDING CO.,,Philippines,List of Revoked Lending Companies (Partnership)
MR. MABINI LENDING INVESTORS CO.,,Philippines,List of Revoked Lending Companies (Partnership)
MSJK LENDING CO.,,Philippines,List of Revoked Lending Companies (Partnership)
MVN LENDING & TRADING CO.,,Philippines,List of Revoked Lending Companies (Partnership)
MYRRH LENDING CO.,,Philippines,List of Revoked Lending Companies (Partnership)
MYSORE LENDING & TRADING CO. LTD.,,Philippines,List of Revoked Lending Companies (Partnership)
NARANA LENDING INVESTORS LTD.,,Philippines,List of Revoked Lending Companies (Partnership)
NARINDER LENDING & TRADING CO.,,Philippines,List of Revoked Lending Companies (Partnership)
NASIB LENDING & TRADING CO.,,Philippines,List of Revoked Lending Companies (Partnership)
NAVJIT LENDING LTD. CO.,,Philippines,List of Revoked Lending Companies (Partnership)
NAW LENDING INVESTORS CO.,,Philippines,List of Revoked Lending Companies (Partnership)
NBAL LENDING CO.,,Philippines,List of Revoked Lending Companies (Partnership)
NEGROS SAFE LENDING CO.,,Philippines,List of Revoked Lending Companies (Partnership)
NEPA LENDING & TRADING CO.,,Philippines,List of Revoked Lending Companies (Partnership)
NEW DEOL LENDING INVESTOR & TRADING CO.,,Philippines,List of Revoked Lending Companies (Partnership)
NEW MOON LENDING & TRADING CO.,,Philippines,List of Revoked Lending Companies (Partnership)
NEW POOJA LENDING INVESTOR & TRADING LTD. CO.,,Philippines,List of Revoked Lending Companies (Partnership)
NEW RURKEE LENDING INVESTOR CO.,,Philippines,List of Revoked Lending Companies (Partnership)
NEW WORLD LENDING INVESTOR PARTNERSHIP LTD.,,Philippines,List of Revoked Lending Companies (Partnership)
NEXUS LENDING SVCS. CO.,,Philippines,List of Revoked Lending Companies (Partnership)
NGR LENDING INVESTOR CO.,,Philippines,List of Revoked Lending Companies (Partnership)
NIRANKAR LENDING & ENT. CO.,,Philippines,List of Revoked Lending Companies (Partnership)
NIRMAL KUMAR LENDING INVESTOR LTD. CO.,,Philippines,List of Revoked Lending Companies (Partnership)
NIRMAL LENDING & MDSG. CO.,,Philippines,List of Revoked Lending Companies (Partnership)
NITIN CREDIT & LENDING CO. LTD.,,Philippines,List of Revoked Lending Companies (Partnership)
NJ RELIANCE LENDING COMPANY,,Philippines,List of Revoked Lending Companies (Partnership)
NNRC LENDING CO.,,Philippines,List of Revoked Lending Companies (Partnership)
NOR-HAN FAMILY LENDING CO.,,Philippines,List of Revoked Lending Companies (Partnership)
NORTH BAY LENDING INVESTOR CO.,,Philippines,List of Revoked Lending Companies (Partnership)
NORTH INDIES TRADING & LENDING CO.,,Philippines,List of Revoked Lending Companies (Partnership)
NORTH PEARL LENDING & TRADING CO. LTD.,,Philippines,List of Revoked Lending Companies (Partnership)
NORTHRIDGE CREDIT CO.,,Philippines,List of Revoked Lending Companies (Partnership)
NORZAGARAY FIRST INTEGRATED LENDING INVESTORS CO.,,Philippines,List of Revoked Lending Companies (Partnership)
NRJ AND SONS LENDING INVESTOR CO.,,Philippines,List of Revoked Lending Companies (Partnership)
OBANDO FIRST INTEGRATED LENDING INVESTORS CO.,,Philippines,List of Revoked Lending Companies (Partnership)
ODRAN LENDING & TRADING CO. LTD.,,Philippines,List of Revoked Lending Companies (Partnership)
OFC LENDING INVESTOR CO.,,Philippines,List of Revoked Lending Companies (Partnership)
OMAR LENDING INVESTOR CO.,,Philippines,List of Revoked Lending Companies (Partnership)
OM-SHIVA LENDING LTD. CO.,,Philippines,List of Revoked Lending Companies (Partnership)
OPINDER & FRIENDS LENDING & TRADING CO.,,Philippines,List of Revoked Lending Companies (Partnership)
OSLEDIM LENDING & TRADING CO. LTD.,,Philippines,List of Revoked Lending Companies (Partnership)
OUR LADY OF LOURDES LENDING PARTNERS CO.,,Philippines,List of Revoked Lending Companies (Partnership)
OUTDOOR LENDING & TRADING CO. LTD.,,Philippines,List of Revoked Lending Companies (Partnership)
OUTREACH LENDING INVESTOR CO.,,Philippines,List of Revoked Lending Companies (Partnership)
P JEG LENDING INVESTORS CO.,,Philippines,List of Revoked Lending Companies (Partnership)
P&B LENDING INVESTORS & TRADING CO.,,Philippines,List of Revoked Lending Companies (Partnership)
P.R. CALLANTA VILLAFLORES CO.,,Philippines,List of Revoked Lending Companies (Partnership)
PALACIO VALDEZ AND SOLIS LENDING INVESTOR CO.,,Philippines,List of Revoked Lending Companies (Partnership)
PALM LENDING CO.,,Philippines,List of Revoked Lending Companies (Partnership)
PALM LENDING INVESTOR & TRADING CO.,,Philippines,List of Revoked Lending Companies (Partnership)
PANJAB LENDING LTD. CO.,,Philippines,List of Revoked Lending Companies (Partnership)
PARADISE COMET LENDING CO.,,Philippines,List of Revoked Lending Companies (Partnership)
PARTNER IN PROGRESS LENDING CO.,,Philippines,List of Revoked Lending Companies (Partnership)
PAVETAR LENDING & TRADING CO. LTD.,,Philippines,List of Revoked Lending Companies (Partnership)
PAVONIA LENDING & TRADING CO.,,Philippines,List of Revoked Lending Companies (Partnership)
PAYLIGHT LENDING & TRADING CO. LTD.,,Philippines,List of Revoked Lending Companies (Partnership)
PB CREDIT LTD. CO.,,Philippines,List of Revoked Lending Companies (Partnership)
PBA & PARTNERS LENDING CO.,,Philippines,List of Revoked Lending Companies (Partnership)
PEOPLES HOPE LENDING INVESTORS CO.,,Philippines,List of Revoked Lending Companies (Partnership)
PERCEPTION LENDING INVESTOR CO.,,Philippines,List of Revoked Lending Companies (Partnership)
PETER PAUL LENDING CO.,,Philippines,List of Revoked Lending Companies (Partnership)
PG INHERITORS LENDING SHOP CO.,,Philippines,List of Revoked Lending Companies (Partnership)
PHALS STAR LENDING LTD. CO.,,Philippines,List of Revoked Lending Companies (Partnership)
PHIL. GILEK LENDING INVESTOR LTD. CO.,,Philippines,List of Revoked Lending Companies (Partnership)
PHIL. HERYAN CREDIT CO.,,Philippines,List of Revoked Lending Companies (Partnership)
PIARA & SONS LENDING CO.,,Philippines,List of Revoked Lending Companies (Partnership)
PINAMALAYAN FIRST LENDING INVESTORS CO.,,Philippines,List of Revoked Lending Companies (Partnership)
PINES LENDING INVESTOR CO.,,Philippines,List of Revoked Lending Companies (Partnership)
PINOY KREDIT CO.,,Philippines,List of Revoked Lending Companies (Partnership)
PIONEER LENDING INVESTOR CO.,,Philippines,List of Revoked Lending Companies (Partnership)
PLATINUM LENDING INVESTORS CO.,,Philippines,List of Revoked Lending Companies (Partnership)
PONA BROS. LENDING & TRADING CO.,,Philippines,List of Revoked Lending Companies (Partnership)
PONDO NG BUHAY LTD. CO.,,Philippines,List of Revoked Lending Companies (Partnership)
PRADE LENDING INVESTOR CO.,,Philippines,List of Revoked Lending Companies (Partnership)
PRAISE LENDING SVCS. CO.,,Philippines,List of Revoked Lending Companies (Partnership)
PREM & FRIENDS LENDING INVESTOR CO.,,Philippines,List of Revoked Lending Companies (Partnership)
PRIMEWAY LENDING & TRADING CO. LTD.,,Philippines,List of Revoked Lending Companies (Partnership)
PRIMIERA CLASSE LENDING CO.,,Philippines,List of Revoked Lending Companies (Partnership)
PUERTO PRINCESA LENDING CO.,,Philippines,List of Revoked Lending Companies (Partnership)
PULONG BUHANGIN LENDING INVESTOR CO.,,Philippines,List of Revoked Lending Companies (Partnership)
PUNJAB LENDING LTD.CO.,,Philippines,List of Revoked Lending Companies (Partnership)
PUNJABI LENDING INVESTOR & TRADING CO.,,Philippines,List of Revoked Lending Companies (Partnership)
PUREWALL LENDING & TRADING CO.,,Philippines,List of Revoked Lending Companies (Partnership)
PYRAMID LENDING INVESTORS CO.,,Philippines,List of Revoked Lending Companies (Partnership)
QUARIES LENDING CO.,,Philippines,List of Revoked Lending Companies (Partnership)
QUATRO HERMANAS LENDING INVS. CO.,,Philippines,List of Revoked Lending Companies (Partnership)
QUICK LINK CREDIT COMPANY,,Philippines,List of Revoked Lending Companies (Partnership)
QUICKLEND COMPANY,,Philippines,List of Revoked Lending Companies (Partnership)
R&G LENDING CO.,,Philippines,List of Revoked Lending Companies (Partnership)
